row_id,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
507,Tatuo_Bongki,Scofield,1992,Birmingham,Forward,FC Bayern München,Seattle,San_Siro_Stadium,2014,Shigetomo_Abbas
508,Andres_Yahya,Wolin,1980,Istanbul Turkey,Goalkeeper,SV_Werder_Bremen,Barcelona,Boleyn_Ground,2014,Sigenobu_Bodagala
509,Philip_Sachio,Yoccoz,1975,Gelsenkirchen Germany,Goalkeeper,S.C._Braga,Gelsenkirchen,Sporting_Park,2014,Bernando_Jesus
510,Ruck_Williams,Leenaerts,1995,Nice,Midfield,Grasshopper_Club_Zurich,Moscow,Gerhard_Hanappi_Stadium,2015,Olavi_Gurd
511,Horace_Gunnvald_Danneberg,Danneberg,1993,Guatemala,Goalkeeper,S.C._Braga,Gelsenkirchen,Sporting_Park,2014,Bernando_Jesus
512,Jinsei_Ranjeev,Blix,1983,Cozumel,Midfielder,Wolverhampton_Wanderers_Football_Club,Dortmund,Stadio_San_Paolo,2013,Sigenobu_Bodagala
513,Raymond_Huaiyuan_Merico,Merico,1985,Munich Germany,Forward,Lille OSC,Munich,Allianz_Arena_Olympic_Stadium_Munich,2010,Robert_Lally
514,Otthein_Naftaly,Hogan,1976,Salvador,Midfield,FC_Dinamo_Bucuresti,Hamburg,Amsterdam_Arena,2013,Mattan_Edelhoff
515,Seungwang_Haym,Scanlon,1984,Munich,Defender,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Sreenivas_Wohr
516,Judy_Brant,Prenel,1978,Worcester,Goalkeeper,VfL_Wolfsburg,Solna,Allianz Arena,2011,Atsufumi_Comparetto
517,Attila_Adelheit,Ebbinghaus,1983,Manchester,Forward,The_New_Saints_F.C.,London,Santiago_Bernabeu_Stadium,2012,Mayan_Tautenhahn
518,Clay_Pawel,Kadar,1991,Sarasota,Defender,New York Red Bulls,Brasilia,San_Siro_Stadium,2010,Atsuyuki_Jayaprakash
519,Errol_Cetin_Fabrizio,Fabrizio,1978,Shreveport,Midfielder,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
520,Guisseppi_Abdelmadjid,Newstead,1994,Istanbul,Midfield,Boavista_F.C.,Naples,Veltins-Arena,2015,Duckyoung_Padhye
521,Gesine_Tilmann,Cagman,1996,Corpus,Midfielder,Wolverhampton_Wanderers_Football_Club,Glasgow,Emirates_Stadium,2013,Sigenobu_Bodagala
522,Chitresh_Harlan,Babb,1991,Moscow Russia,Defender,FC_Nordsjelland,Moscow,Estadio_da_Luz,2011,Cees_Gunal
523,Yibei_Yousong,Berthiaume,1990,Prague Czech Republic,Forward,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2014,Robbert_Flach
524,Pitro_Melek,Poulin,1975,Buffalo,Midfield,P.a.o.k Fc,Brasilia,King_Power_Stadium,2012,Xiaomin_Saoudi
525,Yuyan_Ivailo,Yochum,1991,Istanbul,Midfield,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
526,Murat_Luc,Kusakabe,1992,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO_Field,2013,Robert_Lally
527,Kiyotoshi_Jianghai,Kakuta,1990,Puerto Rico,Midfield,A.C. Perugia Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
528,Yoonjoon_Eila,Yannakoudakis,1996,Shannon,Midfield,New_York_Red_Bulls,Solna,Allianz_Arena_Olympic_Stadium_Munich,2011,Atsuyuki_Jayaprakash
529,Theordore_Zhaoqian,Devroye,1991,Lexington,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
530,Boijdar_Michal,Yntema,1981,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2013,Jeremy_Cantu
531,Guisseppi_Abdelmadjid,Newstead,1994,Istanbul,Midfield,Boavista_F.C.,Naples,Veltins-Arena,2015,Duckyoung_Padhye
532,Mejar_Congxiao,Farrag,1994,Russia,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert_Lally
533,Ramakant_Elgin,Schachter,1990,S̥n,Forward,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Vagan_Smallwood
534,Nili_Reese_Kopanas,Kopanas,1975,Augusta,Midfield,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2011,Xiaolei_Ronchette
535,Brad_Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Xiaomin_Saoudi
536,Christopher_Stamos_,Munster,1993,Berlin Germany,Defender,Boavista_F.C.,Naples,Veltins-Arena,2013,Srikanth_Chimia
537,Slawomir_Wanli,Bertsekas,1996,Sweden,Forward,A.C. Perugia Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
538,Hideaki_Sava,Burtschick,1987,Guatemala,Defender,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2014,Robbert_Flach
539,Magne_Chihping,Jungst,1990,Durban,Forward,Anzhi_Makhachkala,Tokyo,BMO_Field,2013,Robert_Lally
540,Judy_Brant,Prenel,1977,Worcester,Goalkeeper,FC Spartak Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
541,Raymond_Huaiyuan,Merico,1985,Detroit,Forward,Lille_OSC,Munich,Allianz_Arena_Olympic_Stadium_Munich,2010,Robert_Lally
542,Takenobu_Leighton,Derby,1990,Savannah (Georgia),Forward,Valencia_CF,Munich,Stadio_Olimpico,2011,Vagan_Smallwood
543,Odysseas_Iara,Batz,1980,Athens,Midfield,A.C._Perugia_Calcio,Solna,Donbass_Arena,2013,Atsufumi_Comparetto
544,Salim_Uday,Buttyan,1986,Beaumont,Goalkeeper,Valencia_CF,Stuttgart,Camp_Nou,2011,Veit_Luks
545,Marilde_Dagmar,Shackel,1985,Memphis (TN),Goalkeeper,Royal Antwerp F.C.,London,Santiago_Bernabeu_Stadium,2011,Rashi_Papadourakis
546,Gesine_Tilmann,Cagman,1996,Corpus,Midfield,Toronto FC,Stuttgart,Camp_Nou,2014,Kazuhiko_Claybrook
547,Renganathan_Sihai,Godo,1989,Baton Rouge,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2014,Robbert_Flach
548,Stevo_Rastislav,Bellosta,1976,Cozumel,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
549,Farshid_Zubin,Seppanen,1983,United States,Defender,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
550,Anandeep_Marinus,Balboni,1994,Guangzhou,Midfield,Borussia_Monchengladbach,Hamburg,Estadio_da_Luz,2012,Jeremy_Cantu
551,Luitpold_Avra,Guyton,1981,Des,Midfield,Forest_Green_Rovers_F.C.,Solna,Allianz Arena,2012,Srikanth_Chimia
552,Takenobu_Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
553,Chitresh_Harlan,Babb,1991,Copenhagen,Defender,FC_Nordsjelland,Moscow,Estadio_da_Luz,2011,Cees_Gunal
554,Ichiang_Hanan,Kappner,1993,Lyon,Goalkeeper,Seattle_Sounders,Dortmund,Stadio_San_Paolo,2011,Aiqun_Levergood
555,Dongwook_Valentyn,Schupeta,1975,Fayetteville,Defender,FC_Kaiserslautern,Munich,Stadio_Olimpico,2012,Atsufumi_Comparetto
556,Rastislav_Stevo,Bellosta,1976,Cozumel,Forward,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2011,Xiaolei_Ronchette
557,Gururaj_Emilio,Mallorqui,1980,Montevideo (Uruguay),Forward,Valencia CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
558,Heiner_Farahangiz,Weatherhead,1980,Louisville,Midfield,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
559,Shunge_Wop,Latch,1982,Guatemala City,Forward,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Vagan_Smallwood
560,Klaus_Nicu,Strevell,1969,Roanoke,Forward,Valencia CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Vagan_Smallwood
561,Bhuwan_Percy,Bouabdallah,1984,Guangzhou,Forward,Boavista_F.C.,Naples,Veltins Arena,2015,Duckyoung_Padhye
562,Karan_Spyridon,Heiserman,1985,Vancouver,Goalkeeper,Valencia_CF,Stuttgart,Camp_Nou,2011,Veit_Luks
563,Sahrah_Kimon,Muluszynski,1991,Gainesville,Goalkeeper,Wolverhampton_Wanderers_Football_Club,Glasgow,Emirates_Stadium,2013,Sigenobu_Bodagala
564,Gang_Vivekananda,Hofstetter,1983,Mobile,Midfield,ACF_Fiorentina,Hamburg,King_Power_Stadium,2013,Suranjan_Sakurai
565,Zizette_Polina,Herger,1980,El,Midfield,ACF Fiorentina,Hamburg,King_Power_Stadium,2014,Aiqun_Levergood
566,Chengdian_Brijesh,Kavasseri,1979,Ontario,Midfield,ACF Fiorentina,Hamburg,King_Power_Stadium,2013,Suranjan_Sakurai
567,Salim_Uday,Buttyan,1986,Beaumont,Goalkeeper,Valencia_CF,Stuttgart,Camp Nou,2011,Veit_Luks
568,Jami_Waqar,Longobardi,1988,Aguascalientes,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
569,Yasusi_Seongyeol,Clemm,1997,Des,Defender,VfL_Wolfsburg,Solna,Allianz_Arena_Olympic_Stadium_Munich,2011,Atsufumi_Comparetto
570,Devina_Qutaibah,Schloegel,1996,Charleston,Defender,Royal_Antwerp_F.C.,London,Santiago_Bernabeu_Stadium,2011,Rashi_Papadourakis
571,Sahrah_Kimon,Muluszynski,1991,Gainesville,Midfield,Valencia CF,London,Santiago_Bernabeu_Stadium,2011,Vagan_Smallwood
572,Mahmut_Vyjayanti,Dedood,1985,Mobile,Goalkeeper,FK_Partizan,Orlando,White_Hart_Lane,2012,Ravindra_Grnarov
573,Rastislav_Stevo,Bellosta,1976,Cozumel,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
574,Yadran_Mechthild,Rayne,1983,South,Defender,New_York_Red_Bulls,Solna,Allianz_Arena_Olympic_Stadium_Munich,2011,Atsuyuki_Jayaprakash
575,Zizette_Polina,Herger,1980,El,Midfield,ACF_Fiorentina,Hamburg,King_Power_Stadium,2014,Aiqun_Levergood
576,Gururaj_Emilio,Mallorqui,1980,Santiago,Forward,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
577,Mehryar_Judi,Favre,1995,Amarillo,Midfield,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Vagan_Smallwood
578,Renganathan_Sihai,Godo,1989,Baton,Goalkeeper,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
579,Anya_Itaru,Ghezal,1977,Orlando,Defender,VfL_Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi_Comparetto
580,Yasusi_Seongyeol,Clemm,1997,Des,Midfield,Grasshopper_Club_Zurich,Moscow,Gerhard_Hanappi_Stadium,2015,Olavi_Gurd
581,Clay_Pawel,Kadar,1990,Sarasota,Defender,New_York_Red_Bulls,Brasilia,San_Siro_Stadium,2011,Atsuyuki_Jayaprakash
582,Clay_Pawel,Kadar,1991,Sarasota,Defender,New_York_Red_Bulls,Brasilia,San_Siro,2011,Atsuyuki_Jayaprakash
583,Maggie_Zhiqiang,Dabipi,1980,La,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
584,Mehryar_Judi,Favre,1995,Montevideo Uruguay,Midfield,Valencia_CF,Montevideo,Vanden_Stock_Constant_Stadium,2011,Vagan_Smallwood
585,Andres_Yahya,Wolin,1980,Istanbul,Goalkeeper,SV_Werder_Bremen,Barcelona,Boleyn_Ground,2014,Sigenobu_Bodagala
586,Abdalla_Susannne,Hoare,1983,Gulfport,Midfield,Valencia CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
587,Hing_Seichi,Kehrer,1990,Conakry,Defender,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2012,Olavi_Gurd
588,Nedo_Sudarshan,Waldherr,1984,Sarasota,Defender,A.C. Perugia Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
589,Mejar_Congxiao,Farrag,1995,Sao,Midfielder,FC_Anzhi_Makhachkala,Hamburg,King_Power_Stadium,2013,Robert_Lally
590,Huu_Shian,Abraham,1988,Albuquerque,Midfield,Boavista_F.C.,Naples,Veltins-Arena,2014,Piera_Faustini
591,Yasusi_Seongyeol,Clemm,1997,Des,Defender,FK_Partizan,Orlando,White_Hart_Lane,2012,Ravindra_Grnarov
592,Wonhee_Chrysantos,Cremilleux,1981,Melbourne,Defender,New York Red Bulls,Brasilia,San_Siro_Stadium,2011,Atsuyuki_Jayaprakash
593,Pitro_Melek,Poulin,1975,Buffalo,Midfield,FC_Kaiserslautern,Munich,Stadio_Olimpico,2012,Atsufumi_Comparetto
594,Basem_Noemie,Ashish,1997,Windhoek,Midfield,ACF_Fiorentina,Hamburg,Estadio_da_Lux,2012,Atsuyuki_Jayaprakash
595,Yibei_Yousong,Berthiaume,1989,Prague,Forward,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
596,Dallas_Chongkye,Timkovsky,1988,Panama,Forward,Wolverhampton_Wanderers_Football_Club,Glasgow,Emirates_Stadium,2012,Zhouhui_Rubio
597,Daisy_Ryotaro,Felciano,1976,Milan,Midfield,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
598,Ernest_Chiemi,Broch,1989,Birmingham,Defender,West_Ham_United_F.C.,Solna,Balaidos,2013,Aiqun_Levergood
599,Nedo_Sudarshan,Waldherr,1984,Sarasota,Defender,A.C._Perugia_Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
600,Sahrah_Kimon,Muluszynski,1991,Gainesville,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates_Stadium,2013,Sigenobu_Bodagala
601,Elfriede_Zin,Macgregor,1984,Manchester,Goalkeeper,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Kazuhiko_Claybrook
602,Zizette_Polina,Herger,1980,El,Midfield,ACF_Fiorentina,Hamburg,King_Power_Stadium,2014,Aiqun_Levergood
603,Sarangan_Sreerama,Borgelt,1994,Baltimore,Midfield,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
604,Nili_Reese,Kopanas,1974,Augusta,Goalkeeper,FC_Anzhi_Makhachkala,Tokyo,BMO_Field,2013,Robert_Lally
605,Mejar_Congxiao,Farrag,1994,Sao,Midfield,Borussia_Monchengladbach,Hamburg,Estadio_da_Luz,2012,Jeremy_Cantu
606,Nili_Reese,Kopanas,1975,Augusta,Midfield,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2011,Xiaolei_Ronchette
607,Judy_Brant,Prenel,1978,Worcester,Goalkeeper,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
608,Martii_Mischa,Matyska,1978,Pasco,Forward,Wolverhampton_Wanderers_Football_Club,Dortmund,Stadio_San_Paolo,2013,Sigenobu_Bodagala
609,Jeroen_Yiyun,Henriksson,1981,Tri,Midfield,Juventus,Salvador,BMO_Field,2010,Masum_Kasprzak
610,Ruck_Williams,Leenaerts,1995,Nice,Midfield,Grasshopper Club Zürich,Moscow,Gerhard_Hanappi_Stadium,2015,Olavi_Gurd
611,Yatsutaka_Oivind,Lebib,1998,Prague Czech Republic,Midfielder,Aalborg_Boldspilklub,London,Anfield,2014,Rosangela_Ketz
612,Takenobu_Leighton,Derby,1989,Savannah,Forward,Valencia_CF,Munich,Stadio_Olimpico,2011,Vagan_Smallwood
613,Osmar_Norton,Gove,1975,Paris,Defender,Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2011,Xiaolei_Ronchette
614,Clay_Pawel,Kadar,1991,Sarasota,Defender/Midfield,Royal_Antwerp_F.C.,Salvador,BMO_Field,2011,Rashi_Papadourakis
615,Hiroyuke_Hagbal,Ro;dl,1992,Antwerp,Goalkeeper,Royal_Antwerp_F.C.,Salvador,BMO_Field,2011,Rashi_Papadourakis
616,Gongzhu_Youngmok,Kubicar,1979,Warsaw,Defender,S.C._Braga,Gelsenkirchen,Sporting_Park,2013,Henryk_Kochs
617,Guardian_Yongjoon,Pierro,1995,Chattanooga,Midfield,Aik_Solna,Mexico_City,Vicente_Calderon_Stadium,2010,Shigetomo_Abbas
618,Huajun_Haijo,Zajak,1982,Conakry,Forward,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
619,Chase_Jed,Pascual,1984,Caracas,Midfield,Wolverhampton_Wanderers_Football_Club,Dortmund,Stadio_San_Paolo,2013,Sigenobu_Bodagala
620,Noriyuki_Audrey,Cun,1993,San,Midfield,S.C._Braga,Gelsenkirchen,Sporting_Park,2014,Bernando_Jesus
621,Errol_Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz_Arena_Olympic_Stadium_Munich,2010,Robert_Lally
622,Steinar_Sathis,Brugnano,1987,Tokyo Japan,Goalkeeper,S.C._Braga,Gelsenkirchen,Sporting_Park,2011,Anupam_Oxenboll
623,Errol_Cetin,Fabrizio,1978,Shreveport,Midfield,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
624,Elham_Roy,Kupper,1997,Toledo,Midfielder,FC_Bayern_Munich,Seattle,San_Siro_Stadium,2015,Atsufumi_Comparetto
625,Antonius_Ard,Rikino,1975,Prague,Defender,Toronto_FC,Stuttgart,Camp_Nou,2014,Kazuhiko_Claybrook
626,Huajun_Haijo,Zajak,1982,Conakry,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu_Bodagala
627,Christoph_Stamos,Munster,1993,Berlin,Defender,Boavista_F.C.,Naples,Veltins-Arena,2013,Srikanth_Chimia
628,Pitro_Melek,Poulin,1975,Buffalo,Midfield,FC_Kaiserslautern,Munich,Stadio_Olimpico,2012,Atsufumi_Comparetto
629,Farzan_Jakob,Onaga,1988,Huntington,Midfield,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
630,Mejar_Congxiao,Farrag,1994,Sao,Midfield,Borussia Monchengladbach,Hamburg,Estadio_da_Luz,2012,Jeremy_Cantu
631,Laird_Capers,Aigrain,1989,Vail,Defender,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
632,Gang_Vivekananda,Hofstetter,1983,Mobile,Defender,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Kazuhiko_Claybrook
633,Guardian_Yongjoon,Pierro,1993,Chattanooga,Midfielder,Aik_Solna,Mexico_City,Vicente_Calderon_Stadium,2010,Shigetomo_Abbas
634,Sangjin_Martin,Sezan,1985,Lisbon,Midfield,New_York_Red_Bulls,Solna,Allianz_Arena_Olympic_Stadium,2011,Atsuyuki_Jayaprakash
635,Abhaya_Win,Senator,1978,El,Defender,Forest_Green_Rovers_F.C.,Solna,Allianz Arena,2014,Bon_Kruiskamp
636,Krishnaprasad_Hiu,Llewellyn,1984,Nassau,Midfielder,FC_Dinamo_Bucuresti,Hamburg,Amsterdam_Arena,2013,Mattan_Edelhoff
637,Hichum_Ashok,Leifker,1984,Monroe,Defender,Forest_Green_Rovers_F.C.,Solna,Allianz_Arena_Olympic_Stadium_Munich,2014,Bon_Kruiskamp
638,Saydean_Eiichi,Alpuente,1983,Asheville,Forward,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
639,Mehryar_Judi,Favre,1994,Amarillo,Midfield,Boavista_F.C.,Naples,Veltins-Arena,2014,Torsten_Fedou
640,Brad_Zhaofang,Dighe,1976,Tokyo,Defender,p.a.o.k Fc,Brasilia,King_Power_Stadium,2012,Xiaomin_Saoudi
641,Seichi_Hing,Kehrer,1990,Conakry,Midfield,Toronto_FC,Stuttgart,Camp_Nou,2014,Kazuhiko_Claybrook
642,Rahim_Barton,Kawakami,1993,Billings,Defender,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
643,Anke_Ute,Weener,1995,Kiev,Defender,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2013,Jeremy_Cantu
644,Zhili_Vinay,Molzberger,1981,Florence (Italy),Goalkeeper,Boavista_F.C.,Naples,Veltins-Arena,2013,Srikanth_Chimia
645,Seung-wang_Haym,Scanlon,1984,Munich,Midfield,Boavista_F.C.,Naples,Veltins Arena,2013,Srikanth_Chimia
646,Gang_Vivekananda,Hofstetter,1984,Mobile,Midfield,FC_Midtjylland,Houston,Stade_Louis_II,2011,Mattan_Edelhoff
647,Anke_Ute,Weener,1995,Kiev,Defender,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2013,Jeremy_Cantu
648,Sanjaya_Raed,Zabele,1996,Twin,Goalkeeper,FC_Anzhi_Makhachkala,Tokyo,BMO Field,2013,Robert_Lally
649,Yerucham_Yunming,Berrebi,1990,Dallas,Defender,Wolverhampton_Wanderers_Football_Club,Glasgow,Emirates_Stadium,2012,Zhouhui_Rubio
650,Toshihisa_Matthey,Bowhill,1982,Colorado,Defender,New_York_Red_Bulls,Brasilia,San_Siro_Stadium,2011,Atsuyuki_Jayaprakash
651,Chris_Stamos,Munster,1993,Berlin,Defender,Boavista_F.C.,Naples,Veltins-Arena,2013,Srikanth_Chimia
652,Jinsei_Ranjeev,Blix,1983,Mexico,Midfield,A.C._Perugia_Calcio,Solna,Donbass_Arena,2013,Atsufumi_Comparetto
653,Renganathan_Sihai,Godo,1989,United States,Goalkeeper,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
654,Behcet_Liu_Tomii,Tomii,1991,Myrtle,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
655,Cherri_Toshiaki,Musselman,1985,Valdosta,Midfielder,New_York_Red_Bulls,Solna,Allianz_Arena_Olympic_Stadium_Munich,2011,Atsuyuki_Jayaprakash
656,Alfred_Giovanni,Larab,1990,Colorado,Goalkeeper,Borussia_Mönchengladbach,Cardiff,St_James__Park,2012,Jeremy_Cantu
657,Magne_Chihping,Jungst,1990,Durban,Forward,FC_Anzhi_Makhachkala,Tokyo,BMO_Field,2013,Robert_Lally
658,Geraud_Pat,Sherratt,1976,Wilkes,Midfield,Boavista_F.C.,Naples,Veltins-Arena,2014,Torsten_Fedou
659,Hicham_Ashok,Leifker,1984,Monroe (USA),Goalkeeper,Forest Green Rovers F.C.,Solna,Allianz Arena,2014,Bon_Kruiskamp
660,Behcet_Liu,Tomii,1990,Munich Germany,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
661,Ruck_Williams,Leenaerts,1995,Nice,Midfield,Grasshopper_Club_Zurich,Moscow,Gerhard_Hanappi_Stadium,2015,Olavi_Gurd
662,Athushi_Belli,Gull,1977,Ukraine,Defender,A.C._Perugia_Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
663,Martii_Mischa,Matyska,1978,Pasco,Goalkeeper,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
664,Capers_Laird,Aigrain,1967,Tokyo Japan,Defender,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
665,Peteris_Yusuf,Maxson,1988,Tokyo Japan,Defender,ACF Fiorentina,Hamburg,Estadio_da_Luz,2012,Atsuyuki_Jayaprakash
666,Tatuo_Bongki,Scofield,1992,Birmingham,Defender,FC_Bayern_Munich,Seattle,San_Siro_Stadium,2015,Atsufumi_Comparetto
667,Nasreddine_Dongseung,Zallocco,1994,Mexico City,Midfielder,Aik Solna,Mexico_City,Vicente Calderon Stadium,2010,Shigetomo_Abbas
668,M̥rtii_Mischa,Matyska,1978,Pasco,Goalkeeper,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
669,Eiichi_Saydean,Alpuente,1983,Hamburg Germany,Forward,FC_Anzhi_Makhachkala,Hamburg,King_Power_Stadium,2013,Robert_Lally
670,Mischa_Matyska,Matyska,1978,Pasco,Forward,Wolverhampton Wanderers Football Club,Dortmund,Stadio_Olimpico,2013,Sigenobu_Bodagala
671,Ravin_Shengchang,Cucka,1990,San,Defender,Tianjin_Teda_F.C.,Cardiff,Estadio_da_Luz,2011,Ryouji_Dare
672,Yasusi_Seongyeol,Clemm,1997,Des,Defender,VfL_Wolfsburg,Solna,Allianz_Arena_Olympic_Stadium,2011,Atsufumi_Comparetto
673,Farzan_Jakob,Onaga,1989,Des,Midfield,Juventus,Salvador,BMO_Field,2015,Sigenobu_Bodagala
674,Saydean_Eiichi,Alpuente,1983,Asheville,Forward,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Sreenivas_Wohr
675,Hing_Seichi,Kehrer,1990,Conakry Guinea,Midfield,Toronto_FC,Stuttgart,Camp_Nou,2014,Kazuhiko_Claybrook
676,Hongsing_Marla,Kubicka,1993,Barcelona,Midfield,FC_Kaiserslautern,Munich,Stadio_Olimpico,2012,Atsufumi_Comparetto
677,Yasubumi_Friedemann,Nobauer,1983,Louisville,Midfield,Juventus,Salvador,BMO Field,2010,Masum_Kasprzak
678,Rahim_Barton,Kawakami,1993,Billings,Defender,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
679,Huajun_Haijo,Zajak,1962,Conakry,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes_Stadium,2014,Robbert_Flach
680,Oivind_Yatsutaka,Lebib,1998,Prague,Defender,Aalborg_Boldspilklub,London,Anfield,2014,Rosangela_Ketz
681,Jacob_Efthimis,Guoxing,1985,Appleton,Forward,A.C._Perugia_Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
682,Nedo_Sudarshan,Waldherr,1985,Sarasota,Defender,A.C._Perugia_Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
683,Zubin_Farshid,Seppanen,1983,Washington,Defender,Juventus F.C.,Salvador,BMO_Field,2015,Sigenobu_Bodagala
684,Kioumars_Junbo,Kavvadias,1990,Beaumont,Forward,Boavista F.C.,Naples,Veltins Arena,2015,Duckyoung_Padhye
685,Athushi_Belli,Gull,1977,Key,Defender,A.C._Perugia_Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
686,Vicente_García,Remp,1978,Elko,Forward,West_Ham_United_F.C.,Solna,Balaidos,2011,Jiangling_Micheaux
687,Osmar_Norton,Gove,1975,Paris,Defender,Wolverhampton_Wanderers_Football_Club,Glasgow,Emirates_Stadium,2013,Sigenobu_Bodagala
688,Toshiaki_Cherrî,Musselman,1984,Valdosta,Goalkeeper,The_New_Saints_F.C.,London,Santiago_Bernabeu_Stadium,2012,Mayan_Tautenhahn
689,Dongwook_Valentyn,Schupeta,1975,Belleville,Forward,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
690,Sanjaya_Raed,Zabele,1996,Twin Falls,Midfield,VfL_Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi_Comparetto
691,Behcet_Liu,Tomii,1991,Myrtle,Defender,P.a.o.k_Fc,Munich,Allianz_Arena_Olympic_Stadium_Munich,2012,Sreenivas_Wohr
692,Hideaki_Sava,Burtschick,1988,Guatemala,Midfield,Sport_Club_Internacional,Montreal,King_Power_Stadium,2013,Soung_Alt
